"","arca_auc_glm","arca_auc_gam","arca_auc_gbm1","arca_auc_gbm2"
"1",0.811298076923077,0.825120192307692,0.704026442307692,0.693810096153846
"2",0.807951482479784,0.80256064690027,0.805256064690027,0.80256064690027
"3",0.800108932461874,0.796296296296296,0.76661220043573,0.777777777777778
"4",0.759014423076923,0.756009615384615,0.698317307692308,0.69921875
"5",0.725741239892183,0.728436657681941,0.716981132075472,0.721361185983827
"6",0.7565,0.749,0.71875,0.71325
"7",0.831,0.835,0.7925,0.8035
"8",0.772911051212938,0.758760107816712,0.814016172506739,0.813342318059299
"9",0.852527357998958,0.849921834288692,0.811881188118812,0.812402292860865
"10",0.756064690026954,0.752021563342318,0.733490566037736,0.73921832884097
"11",0.7515,0.7525,0.764,0.7585
"12",0.82181610508281,0.83038263849229,0.776699029126214,0.772701313535123
"13",0.797627606038821,0.806973400431344,0.800862688713156,0.801581595974119
"14",0.739583333333333,0.734953703703704,0.747685185185185,0.739969135802469
"15",0.790431266846361,0.791105121293801,0.808625336927224,0.804582210242588
"16",0.725714285714286,0.725714285714286,0.620634920634921,0.619365079365079
"17",0.787259615384615,0.792668269230769,0.790865384615385,0.789663461538462
"18",0.850442939030745,0.847837415320479,0.751954142782699,0.754038561750912
"19",0.77275,0.77075,0.789,0.7585
"20",0.783052884615385,0.793269230769231,0.801682692307692,0.796274038461538
"21",0.755408653846154,0.748798076923077,0.719050480769231,0.723858173076923
"22",0.767587285044294,0.766023970818134,0.786868160500261,0.786347055758207
"23",0.684636118598383,0.691374663072776,0.717654986522911,0.720350404312669
"24",0.758056758056758,0.75998075998076,0.716931216931217,0.716209716209716
"25",0.748715019988578,0.745859508852085,0.780125642490006,0.770988006853227
"26",0.792380952380952,0.79047619047619,0.814603174603175,0.812698412698413
"27",0.851363636363636,0.856818181818182,0.8,0.797272727272727
"28",0.761334028139656,0.76029181865555,0.773840541948932,0.766545075560188
"29",0.792380952380952,0.797460317460317,0.803809523809524,0.801269841269841
"30",0.755555555555556,0.757460317460318,0.747619047619048,0.753650793650794
"31",0.756644085461178,0.756122980719125,0.751693590411673,0.747264200104221
"32",0.786407766990291,0.791547687035979,0.728155339805825,0.728726442033124
"33",0.792600312662845,0.783741532047942,0.801980198019802,0.772798332464825
"34",0.75872850442939,0.758207399687337,0.7107868681605,0.724075039082856
"35",0.81724728726442,0.817818389491719,0.823529411764706,0.823529411764706
"36",0.775054466230937,0.7739651416122,0.753267973856209,0.757080610021787
"37",0.796296296296296,0.800154320987654,0.780092592592593,0.777777777777778
"38",0.793135435992579,0.794990723562152,0.782003710575139,0.789888682745826
"39",0.738544474393531,0.742587601078167,0.751347708894879,0.746630727762803
"40",0.767,0.757,0.7195,0.718
"41",0.803174603174603,0.801904761904762,0.798730158730159,0.800634920634921
"42",0.83355795148248,0.834905660377358,0.828167115902965,0.836927223719677
"43",0.706873315363881,0.695417789757412,0.746967654986523,0.742250673854447
"44",0.835696413678065,0.824020016680567,0.78231859883236,0.771476230191827
"45",0.87706685837527,0.879942487419123,0.719626168224299,0.709561466570812
"46",0.776234567901235,0.783179012345679,0.755015432098765,0.748456790123457
"47",0.811320754716981,0.813342318059299,0.777628032345014,0.755390835579515
"48",0.800210526315789,0.794736842105263,0.756631578947368,0.752210526315789
"49",0.817908653846154,0.822716346153846,0.772836538461538,0.772836538461538
"50",0.804585721730068,0.804585721730068,0.804064616988015,0.797290255341324
"51",0.844870725604671,0.849874895746455,0.805671392827356,0.788990825688073
"52",0.758095238095238,0.765714285714286,0.805714285714286,0.804444444444444
"53",0.766339869281046,0.764161220043573,0.774782135076253,0.77260348583878
"54",0.791833238149629,0.796402055968018,0.721302113078241,0.722444317532838
"55",0.728758169934641,0.728213507625272,0.753812636165577,0.751633986928105
"56",0.835852006253257,0.841063053673788,0.844189682126107,0.847837415320479
"57",0.748,0.749,0.7125,0.712
"58",0.796825396825397,0.793015873015873,0.786666666666667,0.787301587301587
"59",0.756610576923077,0.759014423076923,0.771634615384615,0.772836538461538
"60",0.829206349206349,0.824126984126984,0.752380952380952,0.754285714285714
"61",0.737854737854738,0.745069745069745,0.741221741221741,0.732563732563733
"62",0.811428571428571,0.815873015873016,0.772063492063492,0.761269841269841
"63",0.787936507936508,0.78984126984127,0.794920634920635,0.788571428571429
"64",0.774361646690985,0.779572694111516,0.748306409588327,0.741532047941636
"65",0.8,0.803,0.823,0.8155
"66",0.80745179781136,0.811099531005732,0.825429911412194,0.82803543512246
"67",0.79520697167756,0.795751633986928,0.760893246187364,0.754901960784314
"68",0.777142857142857,0.773333333333333,0.781587301587302,0.785396825396825
"69",0.752358490566038,0.752358490566038,0.775606469002695,0.771563342318059
"70",0.870725604670559,0.876563803169308,0.80650542118432,0.808173477898249
"71",0.856753812636166,0.862200435729848,0.78458605664488,0.79057734204793
"72",0.725,0.7355,0.68425,0.6915
"73",0.796875,0.793870192307692,0.771033653846154,0.769230769230769
"74",0.811428571428571,0.811428571428571,0.843809523809524,0.841269841269841
"75",0.717300556586271,0.727504638218924,0.722866419294991,0.716372912801484
"76",0.766225961538462,0.759615384615385,0.719951923076923,0.712139423076923
"77",0.758086253369272,0.771563342318059,0.702156334231806,0.683962264150943
"78",0.749571673329526,0.746716162193032,0.776127926898915,0.763563677898344
"79",0.757575757575758,0.766233766233766,0.683261183261183,0.655122655122655
"80",0.75214163335237,0.763563677898344,0.693603655054255,0.705025699600228
"81",0.772875816993464,0.776143790849673,0.729302832244009,0.733115468409586
"82",0.72587093089663,0.719588806396345,0.747001713306682,0.744717304397487
"83",0.716049382716049,0.71141975308642,0.714891975308642,0.716049382716049
"84",0.837167505391804,0.855859094176851,0.879942487419123,0.87275341480949
"85",0.808823529411765,0.813725490196078,0.819716775599129,0.810457516339869
"86",0.771756122980719,0.769671704012507,0.681083897863471,0.692027097446587
"87",0.850467289719626,0.829618979151689,0.795111430625449,0.801581595974119
"88",0.788628472222222,0.784722222222222,0.745876736111111,0.746961805555556
"89",0.768867924528302,0.765498652291105,0.763477088948787,0.767520215633423
"90",0.831943720687858,0.839760291818656,0.783741532047942,0.78009379885357
"91",0.862935465448315,0.866362078812107,0.863506567675614,0.850371216447744
"92",0.752695417789757,0.744609164420485,0.756738544474393,0.752021563342318
"93",0.818103940605368,0.815819531696174,0.77841233580811,0.776127926898915
"94",0.79676915059927,0.789473684210526,0.736321000521105,0.725377800937989
"95",0.844870725604671,0.84070058381985,0.686405337781484,0.684737281067556
"96",0.791938997821351,0.782679738562091,0.733115468409586,0.724945533769063
"97",0.809950694755715,0.818467055132228,0.75974899148364,0.756163155535634
"98",0.793650793650794,0.792207792207792,0.76960076960077,0.771043771043771
"99",0.853896103896104,0.848794063079777,0.718460111317254,0.714749536178108
"100",0.728253968253968,0.724444444444444,0.755555555555556,0.740634920634921
